estimator,estimate,se,lower,upper,rep,truth
Outcome regression,0.054282489738799684,,,,57,0.06088195726098464
IPW,0.061605964102483354,0.006930415141002904,0.04802259992106274,0.07518932828390397,57,0.06088195726098464
AIPW,0.061408118729023464,0.006943050152618656,0.04779999037969639,0.07501624707835053,57,0.06088195726098464
TMLE,0.06104603432820688,0.0069164153831171825,0.04749010916825099,0.07460195948816276,57,0.06088195726098464
Naive comparison,0.0968531138796073,0.004626877119230516,0.08778460129349178,0.10592162646572281,58,0.06088195726098464
Outcome regression,0.06129244922908706,,,,58,0.06088195726098464
IPW,0.07058862938576554,0.006647047678608564,0.05756065522940919,0.0836166035421219,58,0.06088195726098464
AIPW,0.07008287730745673,0.006593888889089456,0.0571590924648414,0.08300666215007205,58,0.06088195726098464
TMLE,0.06979890578205472,0.006571470896763075,0.05691905939735138,0.08267875216675806,58,0.06088195726098464
Naive comparison,0.09534486672927611,0.004644146184772767,0.08624250739638414,0.10444722606216808,59,0.06088195726098464
Outcome regression,0.05158141183107699,,,,59,0.06088195726098464
IPW,0.05749601896303158,0.006642780138400323,0.04447640903185193,0.07051562889421123,59,0.06088195726098464
AIPW,0.05502122932593516,0.006525478852462663,0.042231525692347026,0.06781093295952328,59,0.06088195726098464
TMLE,0.05511029726800755,0.006519102444712276,0.0423330911640595,0.06788750337195561,59,0.06088195726098464
Naive comparison,0.09563566453459604,0.004665537140452139,0.08649137969864691,0.10477994937054518,60,0.06088195726098464
Outcome regression,0.0456607706914178,,,,60,0.06088195726098464
IPW,0.04544978353940422,0.007734872248254174,0.03028971238822698,0.060609854690581465,60,0.06088195726098464
AIPW,0.04459181733890943,0.007612302703988884,0.029671978081988556,0.0595116565958303,60,0.06088195726098464
TMLE,0.04465111639723024,0.0075803948627029645,0.029793815360547485,0.059508417433913,60,0.06088195726098464
Naive comparison,0.09569688461904031,0.004675451648961813,0.08653316770333452,0.1048606015347461,61,0.06088195726098464
Outcome regression,0.04913994519155092,,,,61,0.06088195726098464
IPW,0.05866580337529631,0.006722165288816994,0.0454906014071654,0.07184100534342722,61,0.06088195726098464
AIPW,0.057890767033228166,0.00678174189093922,0.04459879706969537,0.07118273699676096,61,0.06088195726098464
TMLE,0.05765705031604956,0.006712686662251091,0.04450042611475727,0.07081367451734186,61,0.06088195726098464
Naive comparison,0.09942623813499722,0.004705590638956693,0.0902034498839051,0.10864902638608934,62,0.06088195726098464
Outcome regression,0.0531729481121775,,,,62,0.06088195726098464
IPW,0.05979402828958773,0.006612036783716992,0.046834674226826634,0.07275338235234882,62,0.06088195726098464
AIPW,0.05917052408893007,0.006519406828744569,0.046392721403236546,0.0719483267746236,62,0.06088195726098464
TMLE,0.05905811253815248,0.006506438629088462,0.04630572705692974,0.07181049801937521,62,0.06088195726098464
Naive comparison,0.09376191009684312,0.004671193410887689,0.08460653917446605,0.1029172810192202,63,0.06088195726098464
Outcome regression,0.05236037261449316,,,,63,0.06088195726098464
IPW,0.055044166716458676,0.0067344888720054456,0.04184481096892739,0.06824352246398996,63,0.06088195726098464
AIPW,0.05310739212385594,0.006618163417820716,0.04013603007881038,0.06607875416890151,63,0.06088195726098464
TMLE,0.05310530225933903,0.00662027278685481,0.04012980592692393,0.06608079859175413,63,0.06088195726098464
Naive comparison,0.09660617442916526,0.004673118357818015,0.08744703068010283,0.1057653181782277,64,0.06088195726098464
Outcome regression,0.051726953984714275,,,,64,0.06088195726098464
IPW,0.05648708029323175,0.006575581948828234,0.04359917639447857,0.06937498419198493,64,0.06088195726098464
AIPW,0.055102557774730755,0.006513640151970283,0.04233605756791447,0.06786905798154703,64,0.06088195726098464
TMLE,0.055058403085526966,0.00650747165771808,0.04230399290537921,0.06781281326567473,64,0.06088195726098464
Naive comparison,0.09581464604861747,0.004646568839387257,0.08670753839989667,0.10492175369733828,65,0.06088195726098464
Outcome regression,0.05889812246012363,,,,65,0.06088195726098464
IPW,0.06657075946545689,0.006616110726240053,0.05360342062201253,0.07953809830890125,65,0.06088195726098464
AIPW,0.06638989837638601,0.006494727510798752,0.05366046626541084,0.07911933048736117,65,0.06088195726098464
TMLE,0.06652683794707591,0.00648371062635756,0.05381899853299764,0.07923467736115418,65,0.06088195726098464
Naive comparison,0.09374334649416792,0.0046549218502861,0.08461986724479377,0.10286682574354207,66,0.06088195726098464
Outcome regression,0.05307424186465222,,,,66,0.06088195726098464
IPW,0.057333308555651386,0.006362801074573985,0.04486244751032506,0.06980416960097771,66,0.06088195726098464
AIPW,0.055502442030855074,0.0062233214574525545,0.043304956013820534,0.06769992804788962,66,0.06088195726098464
TMLE,0.055539622342908705,0.006210998033279143,0.043366289793610784,0.06771295489220663,66,0.06088195726098464
Naive comparison,0.09001927824634,0.004620948855568781,0.08096238484358399,0.099076171649096,67,0.06088195726098464
Outcome regression,0.044185378501977644,,,,67,0.06088195726098464
IPW,0.05025527604626527,0.006737078766129305,0.03705084419948741,0.06345970789304313,67,0.06088195726098464
AIPW,0.04925124185307536,0.006663395991229185,0.036191225592521845,0.06231125811362888,67,0.06088195726098464
TMLE,0.04910780072076429,0.00665484257144246,0.03606454885506964,0.062151052586458935,67,0.06088195726098464
Naive comparison,0.09730413095355767,0.004626138594086018,0.08823706585013846,0.10637119605697687,68,0.06088195726098464
Outcome regression,0.054824496405622605,,,,68,0.06088195726098464
IPW,0.06276202475133222,0.006860293845963731,0.04931609578382176,0.07620795371884267,68,0.06088195726098464
AIPW,0.060175026946275356,0.006640113710017401,0.04716064311873481,0.0731894107738159,68,0.06088195726098464
TMLE,0.06039469558344851,0.006624035638632033,0.04741182419701272,0.0733775669698843,68,0.06088195726098464
Naive comparison,0.10032964862899892,0.0046904153981697765,0.09113660330354048,0.10952269395445735,69,0.06088195726098464
Outcome regression,0.05127428036269836,,,,69,0.06088195726098464
IPW,0.05958330750077047,0.006275527123352816,0.04728350025797539,0.07188311474356554,69,0.06088195726098464
AIPW,0.05716568706331887,0.006129275111661519,0.04515252849836632,0.06917884562827142,69,0.06088195726098464
TMLE,0.05732611438707717,0.006128652520726051,0.04531417607794486,0.06933805269620949,69,0.06088195726098464
Naive comparison,0.10645829807876815,0.004699986031070542,0.09724649465736701,0.11567010150016929,70,0.06088195726098464
Outcome regression,0.06505587600183603,,,,70,0.06088195726098464
IPW,0.06740312549338119,0.007015207747115613,0.05365357085651348,0.0811526801302489,70,0.06088195726098464
AIPW,0.06654495916988626,0.0069282348245110715,0.05296586833029824,0.08012405000947427,70,0.06088195726098464
TMLE,0.06655903731408916,0.006936079947719532,0.052964570315437,0.08015350431274132,70,0.06088195726098464
Naive comparison,0.10075938945559546,0.004676978882886597,0.09159267921637751,0.1099260996948134,71,0.06088195726098464
Outcome regression,0.059059896470005126,,,,71,0.06088195726098464
IPW,0.06613075582149977,0.0069854151386641895,0.05243959362466295,0.07982191801833659,71,0.06088195726098464
AIPW,0.06551573209437551,0.007022043416855955,0.05175277979090085,0.07927868439785019,71,0.06088195726098464
TMLE,0.06473217764557006,0.0069697390009980644,0.05107174011421789,0.07839261517692223,71,0.06088195726098464
Naive comparison,0.0962912140360863,0.004674232846173336,0.08712988592996902,0.10545254214220358,72,0.06088195726098464
Outcome regression,0.0535908382825979,,,,72,0.06088195726098464
IPW,0.05960547945394162,0.006587489136750641,0.04669423789551929,0.07251672101236396,72,0.06088195726098464
AIPW,0.058252536769301304,0.006455985282099243,0.04559903803185694,0.07090603550674567,72,0.06088195726098464
TMLE,0.05833579368702438,0.006457831630144514,0.045678676173879815,0.07099291120016894,72,0.06088195726098464
Naive comparison,0.10399469295746522,0.0046314649899479665,0.09491718830990684,0.1130721976050236,73,0.06088195726098464
Outcome regression,0.06305186451106437,,,,73,0.06088195726098464
IPW,0.07276711002675842,0.006267330712859326,0.06048336745345981,0.08505085260005704,73,0.06088195726098464
AIPW,0.07123780558141607,0.006247852748547498,0.05899223911696192,0.08348337204587022,73,0.06088195726098464
TMLE,0.07119616591421925,0.006221265804779473,0.05900270890242045,0.08338962292601804,73,0.06088195726098464
Naive comparison,0.09126214046701056,0.0046822544088816805,0.08208509038676119,0.10043919054725993,74,0.06088195726098464
Outcome regression,0.051194936399745136,,,,74,0.06088195726098464
IPW,0.056427454026451024,0.006640195561403988,0.04341290977313941,0.06944199827976263,74,0.06088195726098464
AIPW,0.05548204793738434,0.006589645538249894,0.04256657990965393,0.06839751596511476,74,0.06088195726098464
TMLE,0.05570490335488912,0.006572591625107144,0.04282286038297762,0.06858694632680062,74,0.06088195726098464
Naive comparison,0.09489308260513184,0.0046363362397505775,0.08580603048332533,0.10398013472693834,75,0.06088195726098464
Outcome regression,0.04716606484686733,,,,75,0.06088195726098464
IPW,0.055013530548740266,0.006661584772665327,0.04195706421136804,0.0680699968861125,75,0.06088195726098464
AIPW,0.05388009276376568,0.006605420496088321,0.04093370638657043,0.06682647914096093,75,0.06088195726098464
TMLE,0.05388726710864643,0.006577545502774425,0.04099551471484665,0.0667790195024462,75,0.06088195726098464
Naive comparison,0.0952405424985561,0.004648993700638927,0.08612868220907702,0.10435240278803518,76,0.06088195726098464
Outcome regression,0.04978189731635798,,,,76,0.06088195726098464
IPW,0.0548906553799461,0.006393929814313233,0.04235878312536548,0.06742252763452672,76,0.06088195726098464
AIPW,0.05307397401645155,0.006267057395434593,0.040790767135465984,0.06535718089743711,76,0.06088195726098464
TMLE,0.053117664730415806,0.00626471399526038,0.04083905082940929,0.06539627863142232,76,0.06088195726098464
Naive comparison,0.09785025870362869,0.004659311415215614,0.08871817606501703,0.10698234134224036,77,0.06088195726098464
Outcome regression,0.05703624928770587,,,,77,0.06088195726098464
IPW,0.06083988841315012,0.00697345784973369,0.047172162072154675,0.07450761475414557,77,0.06088195726098464
AIPW,0.05889879381555215,0.006812836721537016,0.04554587910346158,0.07225170852764273,77,0.06088195726098464
TMLE,0.05899931299149766,0.006822436787745906,0.04562758249524004,0.07237104348775528,77,0.06088195726098464
Naive comparison,0.10202298864287077,0.004655703093673767,0.09289797818458155,0.11114799910115998,78,0.06088195726098464
Outcome regression,0.05859735875340185,,,,78,0.06088195726098464
IPW,0.06373855927869702,0.007027802039539238,0.04996432028207354,0.07751279827532051,78,0.06088195726098464
AIPW,0.06303081976373937,0.006979034340589362,0.049352163701420475,0.07670947582605825,78,0.06088195726098464
TMLE,0.06299721842278118,0.006986695760327905,0.04930354625358586,0.07669089059197651,78,0.06088195726098464
Naive comparison,0.09837691889238281,0.004676568455379352,0.08921101307630368,0.10754282470846195,79,0.06088195726098464
Outcome regression,0.058177066948975065,,,,79,0.06088195726098464
IPW,0.06638170047044069,0.006241427039196257,0.05414872816498943,0.07861467277589194,79,0.06088195726098464
AIPW,0.06483163874096665,0.006206304581131003,0.052667505188914804,0.07699577229301849,79,0.06088195726098464
TMLE,0.06475853534154465,0.006185425331359751,0.05263532436739146,0.07688174631569783,79,0.06088195726098464
Naive comparison,0.09712310197172591,0.004695119517439615,0.08792083674184689,0.10632536720160493,80,0.06088195726098464
Outcome regression,0.05133306727402463,,,,80,0.06088195726098464
IPW,0.057550850194108105,0.006927116577738743,0.04397395107793697,0.07112774931027924,80,0.06088195726098464
AIPW,0.056216274553302185,0.006768826227439818,0.04294961882526433,0.06948293028134005,80,0.06088195726098464
TMLE,0.05628895930996987,0.006767888132039884,0.043024142215144445,0.06955377640479529,80,0.06088195726098464
Naive comparison,0.1028753387238556,0.004662326152534409,0.09373734730862965,0.11201333013908155,81,0.06088195726098464
Outcome regression,0.06421195192408745,,,,81,0.06088195726098464
IPW,0.0720121831192131,0.006595041374662005,0.059086139446365066,0.08493822679206114,81,0.06088195726098464
AIPW,0.07148875772193718,0.006506180980490365,0.05873687722269136,0.084240638221183,81,0.06088195726098464
TMLE,0.07149457144498474,0.006504122106042851,0.058746726265536564,0.08424241662443291,81,0.06088195726098464
Naive comparison,0.0976901229884316,0.004689300416829512,0.08849926298626076,0.10688098299060245,82,0.06088195726098464
Outcome regression,0.05591445793395085,,,,82,0.06088195726098464
IPW,0.06040800195439401,0.00656919144033556,0.04753262322222816,0.07328338068655986,82,0.06088195726098464
AIPW,0.059644378069493735,0.006507957252483934,0.046889016141086315,0.07239973999790116,82,0.06088195726098464
TMLE,0.0594879820685227,0.006500635874604164,0.04674696977719003,0.07222899435985537,82,0.06088195726098464
Naive comparison,0.09686095123700848,0.004707301312237302,0.08763481012787061,0.10608709234614636,83,0.06088195726098464
Outcome regression,0.0511909202596674,,,,83,0.06088195726098464
IPW,0.060397666354512186,0.006987060000863882,0.04670328028697901,0.07409205242204536,83,0.06088195726098464
AIPW,0.05773210979755969,0.006782665169020778,0.04443833024222505,0.07102588935289433,83,0.06088195726098464
TMLE,0.058037846891639544,0.0068182887928343455,0.044674246316080767,0.07140144746719831,83,0.06088195726098464
Naive comparison,0.0992152617969324,0.004684051563550959,0.09003468935822881,0.10839583423563598,84,0.06088195726098464
Outcome regression,0.060044975654740686,,,,84,0.06088195726098464
IPW,0.07031289787241207,0.006627398837462875,0.057323434737342985,0.08330236100748116,84,0.06088195726098464
AIPW,0.06948308709142925,0.006577369964812686,0.05659167874571512,0.08237449543714338,84,0.06088195726098464
TMLE,0.0692294920600635,0.006547051471206978,0.056397506870350785,0.08206147724977621,84,0.06088195726098464
Naive comparison,0.09527413084351893,0.0046592458060265955,0.08614217679655582,0.10440608489048205,85,0.06088195726098464
Outcome regression,0.04851835964505864,,,,85,0.06088195726098464
IPW,0.053069383913180515,0.007110938454403567,0.039132200536333886,0.06700656729002714,85,0.06088195726098464
AIPW,0.05089373877515892,0.0070678677694253865,0.03704097239032486,0.06474650515999297,85,0.06088195726098464
TMLE,0.0510337747352763,0.007072166407975499,0.03717258317363501,0.0648949662969176,85,0.06088195726098464
Naive comparison,0.09609922438903025,0.004644753247931208,0.08699567523420201,0.10520277354385849,86,0.06088195726098464
Outcome regression,0.05612022034719734,,,,86,0.06088195726098464
IPW,0.06027935946317911,0.0064935947503197795,0.04755214752196335,0.07300657140439487,86,0.06088195726098464
AIPW,0.05820390505553815,0.006362706830965013,0.04573322872429264,0.07067458138678366,86,0.06088195726098464
TMLE,0.05823635060742128,0.006364879344021128,0.04576141622879625,0.0707112849860463,86,0.06088195726098464
Naive comparison,0.10224850821515061,0.004634616095456963,0.0931648275142344,0.11133218891606682,87,0.06088195726098464
Outcome regression,0.05957343719567924,,,,87,0.06088195726098464
IPW,0.06578026583122146,0.006935599518988655,0.052186740455586376,0.07937379120685653,87,0.06088195726098464
AIPW,0.06381222312022733,0.006926342467883149,0.0502368412315052,0.07738760500894945,87,0.06088195726098464
TMLE,0.06351309122517962,0.006903246188934195,0.049982977211731394,0.07704320523862784,87,0.06088195726098464
Naive comparison,0.09136440257711312,0.0046455092322568005,0.08225937172022216,0.10046943343400408,88,0.06088195726098464
Outcome regression,0.048000972077681794,,,,88,0.06088195726098464
IPW,0.04803319111974917,0.007571536169388977,0.03319325280304888,0.06287312943644947,88,0.06088195726098464
AIPW,0.04756291227809936,0.007351113465328611,0.033154994526140034,0.06197083003005869,88,0.06088195726098464
TMLE,0.047596051268594265,0.007338064839898655,0.033213708352727134,0.0619783941844614,88,0.06088195726098464
Naive comparison,0.10140415863278156,0.0046557987327119415,0.09227896072542052,0.11052935654014259,89,0.06088195726098464
Outcome regression,0.05526789317885361,,,,89,0.06088195726098464
IPW,0.06036662859088719,0.006484338131827412,0.04765755928867821,0.07307569789309618,89,0.06088195726098464
AIPW,0.05873862091616481,0.006321971228050631,0.04634778490014978,0.07112945693217984,89,0.06088195726098464
TMLE,0.058848475115934426,0.006326490633854497,0.04644878122724243,0.07124816900462642,89,0.06088195726098464
Naive comparison,0.10181674809064102,0.004663738379911788,0.09267598876059559,0.11095750742068645,90,0.06088195726098464
Outcome regression,0.05870526264773966,,,,90,0.06088195726098464
IPW,0.06516009797707473,0.006475258704249547,0.05246882402605897,0.07785137192809048,90,0.06088195726098464
AIPW,0.0634862017854189,0.006302816301060456,0.051132908736727246,0.07583949483411057,90,0.06088195726098464
TMLE,0.06361836271655957,0.006306968360672371,0.05125693178050271,0.07597979365261644,90,0.06088195726098464
Naive comparison,0.0979301239624575,0.004654937810241539,0.08880661343214524,0.10705363449276975,91,0.06088195726098464
Outcome regression,0.05434819927489372,,,,91,0.06088195726098464
IPW,0.061968493387086876,0.006829296365884895,0.04858331836462165,0.0753536684095521,91,0.06088195726098464
AIPW,0.05984168854841531,0.006641659574736672,0.04682427488167612,0.0728591022151545,91,0.06088195726098464
TMLE,0.060353683389445835,0.006641935684365106,0.04733572855777486,0.07337163822111681,91,0.06088195726098464
Naive comparison,0.09845429728690958,0.004648701820773626,0.08934300907145881,0.10756558550236034,92,0.06088195726098464
Outcome regression,0.0629834698405806,,,,92,0.06088195726098464
IPW,0.07034739064108127,0.006727715304173724,0.05716131084265172,0.08353347043951082,92,0.06088195726098464
AIPW,0.06882181448122904,0.006685739457267612,0.05571800583160498,0.0819256231308531,92,0.06088195726098464
TMLE,0.06892189438743852,0.006692802040111494,0.055804243329693436,0.0820395454451836,92,0.06088195726098464
Naive comparison,0.10043757601053065,0.004642848719855873,0.09133775966216705,0.10953739235889424,93,0.06088195726098464
Outcome regression,0.06111616620311757,,,,93,0.06088195726098464
IPW,0.06632663412092488,0.006594486885929275,0.05340167722603139,0.07925159101581836,93,0.06088195726098464
AIPW,0.0637969288607651,0.0064985168213844225,0.0510600698374572,0.076533787884073,93,0.06088195726098464
TMLE,0.06383789850151687,0.006503119244988281,0.051092018893632664,0.07658377810940109,93,0.06088195726098464
Naive comparison,0.11025761606099137,0.004690817443877809,0.10106378274041884,0.11945144938156389,94,0.06088195726098464
Outcome regression,0.07188541655189327,,,,94,0.06088195726098464
IPW,0.08390474376133986,0.006318443258152251,0.07152082243931873,0.09628866508336098,94,0.06088195726098464
AIPW,0.08282092454125752,0.006259309914496934,0.07055290244400045,0.09508894663851458,94,0.06088195726098464
TMLE,0.0834378029726108,0.006226567645166682,0.07123395454451933,0.09564165140070227,94,0.06088195726098464
Naive comparison,0.09611149557232287,0.004614384695348149,0.08706746768728954,0.10515552345735621,95,0.06088195726098464
Outcome regression,0.05369552247104977,,,,95,0.06088195726098464
IPW,0.057568919879236055,0.006543826731990226,0.044743255062297566,0.07039458469617454,95,0.06088195726098464
AIPW,0.05623623155308649,0.0064856258118110915,0.043524638444465975,0.068947824661707,95,0.06088195726098464
TMLE,0.05624301267799798,0.006478070602406423,0.043546227507823075,0.06893979784817288,95,0.06088195726098464
Naive comparison,0.09902297039707779,0.004682377086449734,0.08984567987321142,0.10820026092094416,96,0.06088195726098464
Outcome regression,0.057599264045132735,,,,96,0.06088195726098464
IPW,0.0658422270701031,0.007078077822300207,0.05196944934919629,0.0797150047910099,96,0.06088195726098464
AIPW,0.06549272449266272,0.00704033538326479,0.05169392059353753,0.07929152839178791,96,0.06088195726098464
TMLE,0.06556334354357994,0.0070195344508793564,0.05180530872309663,0.07932137836406325,96,0.06088195726098464
Naive comparison,0.09971250856292788,0.00465088175797558,0.09059694774903902,0.10882806937681673,97,0.06088195726098464
Outcome regression,0.0528061948121333,,,,97,0.06088195726098464
IPW,0.055908757411881393,0.006812988517313289,0.04255554518553397,0.06926196963822881,97,0.06088195726098464
AIPW,0.053825532485982,0.006649007467540382,0.040793717213871684,0.06685734775809232,97,0.06088195726098464
TMLE,0.05385815378153372,0.0066495846635574235,0.040825207226009054,0.06689110033705838,97,0.06088195726098464
Naive comparison,0.09918136827552014,0.00466053713909142,0.09004688326223796,0.10831585328880232,98,0.06088195726098464
Outcome regression,0.06197378281161092,,,,98,0.06088195726098464
IPW,0.07086620836079027,0.00698970433973945,0.05716663948425718,0.08456577723732336,98,0.06088195726098464
AIPW,0.07048785766261607,0.00686678870239215,0.05702919901032075,0.0839465163149114,98,0.06088195726098464
TMLE,0.07070634335669723,0.006857332178478177,0.05726621915083843,0.08414646756255603,98,0.06088195726098464
Naive comparison,0.092280527561506,0.004625303286999197,0.0832150996299059,0.10134595549310609,99,0.06088195726098464
Outcome regression,0.04699500455129949,,,,99,0.06088195726098464
IPW,0.05045986142147581,0.006793128874331583,0.03714557338042538,0.06377414946252623,99,0.06088195726098464
AIPW,0.04952055364268603,0.006690156630095566,0.036408087493337404,0.06263301979203466,99,0.06088195726098464
TMLE,0.049441666361530384,0.006675701636450168,0.03635753147934696,0.0625258012437138,99,0.06088195726098464
